gene,subject,PID,alnLength,mismatchCount,gapOpenCount,queryStart,queryEnd,subjectStart,subjectEnd,eVal,bitScore,gene_length,COV,BBH
Synpcc7942_1292,Synpcc7942_1292,100,694,0,0,1,694,1,694,0,1414,694,1,<=>
Synpcc7942_1293,Synpcc7942_1293,100,810,0,0,1,810,1,810,0,1628,810,1,<=>
Synpcc7942_1294,Synpcc7942_1294,100,522,0,0,1,522,1,522,0,1065,522,1,<=>
Synpcc7942_1295,Synpcc7942_1295,100,462,0,0,1,462,1,462,0,944,462,1,<=>
Synpcc7942_1296,Synpcc7942_1296,100,231,0,0,1,231,1,231,3.49E-172,469,231,1,<=>
Synpcc7942_1297,Synpcc7942_1297,100,469,0,0,1,469,1,469,0,942,469,1,<=>
Synpcc7942_1298,Synpcc7942_1298,100,576,0,0,1,576,1,576,0,1182,576,1,<=>
Synpcc7942_1299,Synpcc7942_1299,100,320,0,0,1,320,1,320,0,647,320,1,<=>
Synpcc7942_1300,Synpcc7942_1300,100,189,0,0,1,189,1,189,1.18E-139,384,189,1,<=>
Synpcc7942_1301,Synpcc7942_1301,100,487,0,0,1,487,1,487,0,980,487,1,<=>
Synpcc7942_1302,Synpcc7942_1302,100,158,0,0,1,158,1,158,2.14E-114,317,158,1,<=>
Synpcc7942_1303,Synpcc7942_1303,100,132,0,0,1,132,1,132,8.56E-95,265,132,1,<=>
Synpcc7942_1304,Synpcc7942_1304,100,190,0,0,1,190,1,190,4.33E-140,385,190,1,<=>
Synpcc7942_1305,Synpcc7942_1305,100,536,0,0,1,536,1,536,0,1059,536,1,<=>
Synpcc7942_1306,Synpcc7942_1306,100,186,0,0,1,186,1,186,1.79E-138,380,186,1,<=>
Synpcc7942_1307,Synpcc7942_1307,100,271,0,0,1,271,1,271,0,531,271,1,<=>
Synpcc7942_1308,Synpcc7942_1308,100,355,0,0,1,355,1,355,0,737,355,1,<=>
Synpcc7942_1309,Synpcc7942_1309,100,310,0,0,1,310,1,310,0,618,310,1,<=>
Synpcc7942_1310,Synpcc7942_1310,100,323,0,0,1,323,1,323,0,659,323,1,<=>
Synpcc7942_1311,Synpcc7942_1311,100,118,0,0,1,118,1,118,1.64E-85,241,118,1,<=>
Synpcc7942_1312,Synpcc7942_1312,100,600,0,0,1,600,1,600,0,1185,600,1,<=>
Synpcc7942_1313,Synpcc7942_1313,100,599,0,0,1,599,1,599,0,1220,599,1,<=>
Synpcc7942_1314,Synpcc7942_1314,100,623,0,0,1,623,1,623,0,1240,623,1,<=>
Synpcc7942_1315,Synpcc7942_1315,100,466,0,0,1,466,1,466,0,952,466,1,<=>
Synpcc7942_1316,Synpcc7942_1316,100,345,0,0,1,345,1,345,0,701,345,1,<=>
Synpcc7942_1317,Synpcc7942_1317,100,245,0,0,1,245,1,245,0,493,245,1,<=>
Synpcc7942_1318,Synpcc7942_1318,100,283,0,0,1,283,1,283,0,539,283,1,<=>
Synpcc7942_1319,Synpcc7942_1319,100,179,0,0,1,179,1,179,6.96E-129,355,179,1,<=>
Synpcc7942_1320,Synpcc7942_1320,100,318,0,0,1,318,1,318,0,632,318,1,<=>
Synpcc7942_1321,Synpcc7942_1321,100,339,0,0,1,339,1,339,0,675,339,1,<=>
Synpcc7942_1322,Synpcc7942_1322,100,75,0,0,1,75,1,75,1.01E-51,152,75,1,<=>
Synpcc7942_1323,Synpcc7942_1323,100,282,0,0,1,282,1,282,0,574,282,1,<=>
Synpcc7942_1324,Synpcc7942_1324,100,919,0,0,1,919,1,919,0,1883,919,1,<=>
Synpcc7942_1325,Synpcc7942_1325,100,454,0,0,1,454,1,454,0,926,454,1,<=>
Synpcc7942_1326,Synpcc7942_1326,100,1153,0,0,1,1153,1,1153,0,2343,1153,1,<=>
Synpcc7942_1327,Synpcc7942_1327,100,97,0,0,1,97,1,97,3.32E-69,198,97,1,<=>
Synpcc7942_1328,Synpcc7942_1328,100,130,0,0,1,130,1,130,2E-91,257,130,1,<=>
Synpcc7942_1329,Synpcc7942_1329,100,208,0,0,1,208,1,208,7.08E-152,416,208,1,<=>
Synpcc7942_1330,Synpcc7942_1330,100,218,0,0,1,218,1,218,2.93E-162,443,218,1,<=>
Synpcc7942_1331,Synpcc7942_1331,100,58,0,0,1,58,1,58,4.81E-40,121,58,1,<=>
Synpcc7942_1332,Synpcc7942_1332,100,206,0,0,1,206,1,206,4.02E-156,426,206,1,<=>
Synpcc7942_1333,Synpcc7942_1333,100,231,0,0,1,231,1,231,1.25E-169,462,231,1,<=>
Synpcc7942_1334,Synpcc7942_1334,100,465,0,0,1,465,1,465,0,939,465,1,<=>
Synpcc7942_1335,Synpcc7942_1335,100,264,0,0,1,264,1,264,0,529,264,1,<=>
Synpcc7942_1336,Synpcc7942_1336,100,360,0,0,1,360,1,360,0,743,360,1,<=>
Synpcc7942_1337,Synpcc7942_1337,100,1434,0,0,1,1434,1,1434,0,2664,1434,1,<=>
Synpcc7942_1338,Synpcc7942_1338,100,260,0,0,1,260,1,260,0,513,260,1,<=>
Synpcc7942_1339,Synpcc7942_1339,100,64,0,0,1,64,1,64,5.55E-39,119,64,1,<=>
Synpcc7942_1340,Synpcc7942_1340,100,192,0,0,1,192,1,192,2.1E-140,385,192,1,<=>
Synpcc7942_1341,Synpcc7942_1341,100,361,0,0,1,361,1,361,0,680,361,1,<=>
Synpcc7942_1342,Synpcc7942_1342,100,363,0,0,1,363,1,363,0,751,363,1,<=>
Synpcc7942_1343,Synpcc7942_1343,100,372,0,0,1,372,1,372,0,726,372,1,<=>
Synpcc7942_1344,Synpcc7942_1344,100,202,0,0,1,202,1,202,2.54E-154,422,202,1,<=>
Synpcc7942_1345,Synpcc7942_1345,100,201,0,0,1,201,1,201,4.07E-143,393,201,1,<=>
Synpcc7942_1346,Synpcc7942_1346,100,103,0,0,1,103,1,103,7.94E-71,202,103,1,<=>
Synpcc7942_1347,Synpcc7942_1347,100,331,0,0,1,331,1,331,0,676,331,1,<=>
Synpcc7942_1348,Synpcc7942_1348,100,99,0,0,1,99,1,99,4.32E-73,208,99,1,<=>
Synpcc7942_1349,Synpcc7942_1349,100,228,0,0,1,228,1,228,7.85E-172,468,228,1,<=>
Synpcc7942_1350,Synpcc7942_1350,100,101,0,0,1,101,1,101,1.46E-68,197,101,1,<=>
Synpcc7942_1351,Synpcc7942_1351,100,236,0,0,1,236,1,236,1.69E-173,473,236,1,<=>
Synpcc7942_1352,Synpcc7942_1352,100,656,0,0,1,656,1,656,0,1355,656,1,<=>
Synpcc7942_1353,Synpcc7942_1353,100,222,0,0,1,222,1,222,2.37E-157,431,222,1,<=>
Synpcc7942_1354,Synpcc7942_1354,100,498,0,0,1,498,1,498,0,966,498,1,<=>
Synpcc7942_1355,Synpcc7942_1355,100,929,0,0,1,929,1,929,0,1906,929,1,<=>
Synpcc7942_1356,Synpcc7942_1356,100,151,0,0,1,151,1,151,2.22E-111,309,151,1,<=>
Synpcc7942_1357,Synpcc7942_1357,100,1807,0,0,1,1807,1,1807,0,3694,1807,1,<=>
Synpcc7942_1358,Synpcc7942_1358,100,263,0,0,1,263,1,263,0,536,263,1,<=>
Synpcc7942_1359,Synpcc7942_1359,100,401,0,0,1,401,1,401,0,836,401,1,<=>
Synpcc7942_1360,Synpcc7942_1360,100,436,0,0,1,436,1,436,0,871,436,1,<=>
Synpcc7942_1361,Synpcc7942_1361,100,167,0,0,1,167,1,167,1.81E-122,338,167,1,<=>
Synpcc7942_1362,Synpcc7942_1362,100,161,0,0,1,161,1,161,4.82E-117,324,161,1,<=>
Synpcc7942_1363,Synpcc7942_1363,100,95,0,0,1,95,1,95,8.29E-70,199,95,1,<=>
Synpcc7942_1364,Synpcc7942_1364,100,138,0,0,1,138,1,138,4.07E-99,277,138,1,<=>
Synpcc7942_1365,Synpcc7942_1365,100,232,0,0,1,232,1,232,7.12E-165,451,232,1,<=>
Synpcc7942_1366,Synpcc7942_1366,100,303,0,0,1,303,1,303,0,603,303,1,<=>
Synpcc7942_1367,Synpcc7942_1367,100,455,0,0,1,455,1,455,0,913,455,1,<=>
Synpcc7942_1368,Synpcc7942_1368,100,111,0,0,1,111,1,111,3.25E-82,232,111,1,<=>
Synpcc7942_1369,Synpcc7942_1369,100,211,0,0,1,211,1,211,3.22E-157,430,211,1,<=>
Synpcc7942_1370,Synpcc7942_1370,100,79,0,0,1,79,1,79,4.41E-55,161,79,1,<=>
Synpcc7942_1371,Synpcc7942_1371,100,387,0,0,1,387,1,387,0,783,387,1,<=>
Synpcc7942_1372,Synpcc7942_1372,100,1190,0,0,1,1190,1,1190,0,2453,1190,1,<=>
Synpcc7942_1373,Synpcc7942_1373,100,231,0,0,1,231,1,231,4.13E-161,441,231,1,<=>
Synpcc7942_1374,Synpcc7942_1374,100,543,0,0,1,543,1,543,0,1086,543,1,<=>
Synpcc7942_1375,Synpcc7942_1375,100,173,0,0,1,173,1,173,5.63E-127,350,173,1,<=>
Synpcc7942_1376,Synpcc7942_1376,100,198,0,0,1,198,1,198,4.73E-138,380,198,1,<=>
Synpcc7942_1377,Synpcc7942_1377,100,779,0,0,1,779,1,779,0,1612,779,1,<=>
Synpcc7942_1378,Synpcc7942_1378,100,413,0,0,1,413,1,413,0,827,413,1,<=>
Synpcc7942_1379,Synpcc7942_1379,100,453,0,0,1,453,1,453,0,929,453,1,<=>
Synpcc7942_1380,Synpcc7942_1380,100,574,0,0,1,574,1,574,0,1135,574,1,<=>
Synpcc7942_1381,Synpcc7942_1381,100,641,0,0,1,641,1,641,0,1287,641,1,<=>
Synpcc7942_1382,Synpcc7942_1382,100,889,0,0,1,889,1,889,0,1791,889,1,<=>
Synpcc7942_1383,Synpcc7942_1383,100,170,0,0,1,170,1,170,5.3E-126,347,170,1,<=>
Synpcc7942_1384,Synpcc7942_1384,100,281,0,0,1,281,1,281,0,561,281,1,<=>
Synpcc7942_1385,Synpcc7942_1385,100,73,0,0,1,73,1,73,1.03E-51,152,73,1,<=>
Synpcc7942_1386,Synpcc7942_1386,100,377,0,0,1,377,1,377,0,757,377,1,<=>
Synpcc7942_1387,Synpcc7942_1387,100,275,0,0,1,275,1,275,0,557,275,1,<=>
Synpcc7942_1388,Synpcc7942_1388,100,237,0,0,1,237,1,237,3.67E-177,482,237,1,<=>
Synpcc7942_1389,Synpcc7942_1389,100,360,0,0,1,360,1,360,0,738,360,1,<=>
Synpcc7942_1390,Synpcc7942_1390,100,114,0,0,1,114,1,114,7.51E-82,231,114,1,<=>
Synpcc7942_1391,Synpcc7942_1391,100,512,0,0,1,512,1,512,0,1025,512,1,<=>
Synpcc7942_1392,Synpcc7942_1392,100,1355,0,0,1,1355,1,1355,0,2678,1355,1,<=>
Synpcc7942_1393,Synpcc7942_1393,100,304,0,0,1,304,1,304,0,626,304,1,<=>
Synpcc7942_1394,Synpcc7942_1394,100,587,0,0,1,587,1,587,0,1206,587,1,<=>
Synpcc7942_1395,Synpcc7942_1395,100,139,0,0,1,139,1,139,3.15E-100,280,139,1,<=>
Synpcc7942_1396,Synpcc7942_1396,100,85,0,0,1,85,1,85,1.78E-60,175,85,1,<=>
Synpcc7942_1397,Synpcc7942_1397,100,442,0,0,1,442,1,442,0,842,442,1,<=>
Synpcc7942_1398,Synpcc7942_1398,100,740,0,0,1,740,1,740,0,1512,740,1,<=>
Synpcc7942_1399,Synpcc7942_1399,100,384,0,0,1,384,1,384,0,764,384,1,<=>
Synpcc7942_1400,Synpcc7942_1400,100,373,0,0,1,373,1,373,0,748,373,1,<=>
Synpcc7942_1401,Synpcc7942_1401,100,125,0,0,1,125,1,125,7.51E-92,257,125,1,<=>
Synpcc7942_1402,Synpcc7942_1402,100,419,0,0,1,419,1,419,0,855,419,1,<=>
Synpcc7942_1403,Synpcc7942_1403,100,258,0,0,1,258,1,258,0,526,258,1,<=>
Synpcc7942_1404,Synpcc7942_1404,100,229,0,0,1,229,1,229,8.92E-168,458,229,1,<=>
Synpcc7942_1405,Synpcc7942_1405,100,175,0,0,1,175,1,175,1.06E-126,350,175,1,<=>
Synpcc7942_1406,Synpcc7942_1406,100,368,0,0,1,368,1,368,0,733,368,1,<=>
Synpcc7942_1407,Synpcc7942_1407,100,543,0,0,1,543,1,543,0,1064,543,1,<=>
Synpcc7942_1408,Synpcc7942_1408,100,213,0,0,1,213,1,213,7.84E-163,444,213,1,<=>
Synpcc7942_1409,Synpcc7942_1409,100,340,0,0,1,340,1,340,0,702,340,1,<=>
Synpcc7942_1410,Synpcc7942_1410,100,540,0,0,1,540,1,540,0,1093,540,1,<=>
Synpcc7942_1411,Synpcc7942_1411,100,235,0,0,1,235,1,235,3.82E-171,467,235,1,<=>
Synpcc7942_1412,Synpcc7942_1412,100,149,0,0,1,149,1,149,4.65E-105,293,149,1,<=>
Synpcc7942_1413,Synpcc7942_1413,100,251,0,0,1,251,1,251,1.34E-172,472,251,1,<=>
Synpcc7942_1414,Synpcc7942_1414,100,241,0,0,1,241,1,241,0,494,241,1,<=>
Synpcc7942_1415,Synpcc7942_1415,100,521,0,0,1,521,1,521,0,1016,521,1,<=>
Synpcc7942_1416,Synpcc7942_1416,100,883,0,0,1,883,1,883,0,1800,883,1,<=>
Synpcc7942_1417,Synpcc7942_1417,100,327,0,0,1,327,1,327,0,643,327,1,<=>
Synpcc7942_1418,Synpcc7942_1418,100,68,0,0,1,68,1,68,4.92E-42,127,68,1,<=>
Synpcc7942_1419,Synpcc7942_1419,100,286,0,0,1,286,1,286,0,580,286,1,<=>
Synpcc7942_1420,Synpcc7942_1420,100,466,0,0,1,466,1,466,0,960,466,1,<=>
Synpcc7942_1421,Synpcc7942_1421,100,102,0,0,1,102,1,102,1.06E-70,202,102,1,<=>
Synpcc7942_1422,Synpcc7942_1422,100,99,0,0,1,99,1,99,1.24E-70,202,99,1,<=>
Synpcc7942_1423,Synpcc7942_1423,100,539,0,0,1,539,1,539,0,1089,539,1,<=>
Synpcc7942_1424,Synpcc7942_1424,100,161,0,0,1,161,1,161,7.86E-114,316,161,1,<=>
Synpcc7942_1425,Synpcc7942_1425,100,276,0,0,1,276,1,276,0,552,276,1,<=>
Synpcc7942_1426,Synpcc7942_1426,100,472,0,0,1,472,1,472,0,983,472,1,<=>
Synpcc7942_1427,Synpcc7942_1427,100,111,0,0,1,111,1,111,1.35E-83,235,111,1,<=>
Synpcc7942_1428,Synpcc7942_1428,100,395,0,0,1,395,1,395,0,798,395,1,<=>
Synpcc7942_1429,Synpcc7942_1429,100,136,0,0,1,136,1,136,2.36E-99,277,136,1,<=>
Synpcc7942_1430,Synpcc7942_1430,100,311,0,0,1,311,1,311,0,644,311,1,<=>
Synpcc7942_1431,Synpcc7942_1431,100,145,0,0,1,145,1,145,1.58E-108,301,145,1,<=>
Synpcc7942_1432,Synpcc7942_1432,100,561,0,0,1,561,1,561,0,1144,561,1,<=>
Synpcc7942_1433,Synpcc7942_1433,100,352,0,0,1,352,1,352,0,719,352,1,<=>
Synpcc7942_1434,Synpcc7942_1434,100,199,0,0,1,199,1,199,1.7E-141,389,199,1,<=>
Synpcc7942_1435,Synpcc7942_1435,100,582,0,0,1,582,1,582,0,1165,582,1,<=>
Synpcc7942_1436,Synpcc7942_1436,100,148,0,0,1,148,1,148,8.72E-104,290,148,1,<=>
Synpcc7942_1437,Synpcc7942_1437,100,92,0,0,1,92,1,92,2.63E-63,182,92,1,<=>
Synpcc7942_1438,Synpcc7942_1438,100,164,0,0,1,164,1,164,7.36E-123,339,164,1,<=>
Synpcc7942_1439,Synpcc7942_1439,100,533,0,0,1,533,1,533,0,1057,533,1,<=>
Synpcc7942_1440,Synpcc7942_1440,100,306,0,0,1,306,1,306,0,615,306,1,<=>
Synpcc7942_1441,Synpcc7942_1441,100,325,0,0,1,325,1,325,0,638,325,1,<=>
Synpcc7942_1442,Synpcc7942_1442,100,144,0,0,1,144,1,144,3.1E-107,298,144,1,<=>
Synpcc7942_1443,Synpcc7942_1443,100,357,0,0,1,357,1,357,0,739,357,1,<=>
Synpcc7942_1444,Synpcc7942_1444,100,97,0,0,1,97,1,97,7.84E-68,194,97,1,<=>
Synpcc7942_1445,Synpcc7942_1445,100,371,0,0,1,371,1,371,0,762,371,1,<=>
Synpcc7942_1446,Synpcc7942_1446,100,139,0,0,1,139,1,139,1.88E-99,278,139,1,<=>
Synpcc7942_1447,Synpcc7942_1447,100,272,0,0,1,272,1,272,0,563,272,1,<=>
Synpcc7942_1448,Synpcc7942_1448,100,320,0,0,1,320,1,320,0,654,320,1,<=>
Synpcc7942_1449,Synpcc7942_1449,100,355,0,0,1,355,1,355,0,719,355,1,<=>
Synpcc7942_1450,Synpcc7942_1450,100,266,0,0,1,266,1,266,0,531,266,1,<=>
Synpcc7942_1451,Synpcc7942_1451,100,153,0,0,1,153,1,153,1.5E-113,315,153,1,<=>
Synpcc7942_1452,Synpcc7942_1452,100,478,0,0,1,478,1,478,0,952,478,1,<=>
Synpcc7942_1453,Synpcc7942_1453,100,244,0,0,1,244,1,244,7.65E-179,487,244,1,<=>
Synpcc7942_1454,Synpcc7942_1454,100,346,0,0,1,346,1,346,0,685,346,1,<=>
Synpcc7942_1455,Synpcc7942_1455,100,335,0,0,1,335,1,335,0,667,335,1,<=>
Synpcc7942_1456,Synpcc7942_1456,100,293,0,0,1,293,1,293,0,588,293,1,<=>
Synpcc7942_1457,Synpcc7942_1457,100,225,0,0,1,225,1,225,1.3E-166,454,225,1,<=>
Synpcc7942_1458,Synpcc7942_1458,100,188,0,0,1,188,1,188,1.71E-138,380,188,1,<=>
Synpcc7942_1459,Synpcc7942_1459,100,206,0,0,1,206,1,206,1.81E-149,410,206,1,<=>
Synpcc7942_1460,Synpcc7942_1460,100,85,0,0,1,85,1,85,4.08E-62,179,85,1,<=>
Synpcc7942_1461,Synpcc7942_1461,100,418,0,0,1,418,1,418,0,844,418,1,<=>
Synpcc7942_1462,Synpcc7942_1462,100,356,0,0,1,356,1,356,0,715,356,1,<=>
Synpcc7942_1463,Synpcc7942_1463,100,543,0,0,1,543,1,543,0,1084,543,1,<=>
Synpcc7942_1464,Synpcc7942_1464,100,531,0,0,1,531,1,531,0,1069,531,1,<=>
Synpcc7942_1465,Synpcc7942_1465,100,151,0,0,1,151,1,151,2.48E-110,306,151,1,<=>
Synpcc7942_1466,Synpcc7942_1466,100,334,0,0,1,334,1,334,0,671,334,1,<=>
Synpcc7942_1467,Synpcc7942_1467,100,229,0,0,1,229,1,229,1.65E-168,460,229,1,<=>
Synpcc7942_1468,Synpcc7942_1468,100,219,0,0,1,219,1,219,2.86E-157,431,219,1,<=>
Synpcc7942_1469,Synpcc7942_1469,100,193,0,0,1,193,1,193,2.97E-142,390,193,1,<=>
Synpcc7942_1470,Synpcc7942_1470,100,97,0,0,1,97,1,97,5.31E-66,190,97,1,<=>
Synpcc7942_1471,Synpcc7942_1471,100,85,0,0,1,85,1,85,3.51E-55,162,85,1,<=>
Synpcc7942_1472,Synpcc7942_1472,100,128,0,0,1,128,1,128,4.78E-90,253,128,1,<=>
Synpcc7942_1473,Synpcc7942_1473,100,480,0,0,1,480,1,480,0,949,480,1,<=>
Synpcc7942_1474,Synpcc7942_1474,100,111,0,0,1,111,1,111,1.65E-77,220,111,1,<=>
Synpcc7942_1475,Synpcc7942_1475,100,373,0,0,1,373,1,373,0,745,373,1,<=>
Synpcc7942_1476,Synpcc7942_1476,100,104,0,0,1,104,1,104,5.26E-75,213,104,1,<=>
Synpcc7942_1477,Synpcc7942_1477,100,731,0,0,1,731,1,731,0,1452,731,1,<=>
Synpcc7942_1478,Synpcc7942_1478,100,145,0,0,1,145,1,145,1.83E-106,296,145,1,<=>
Synpcc7942_1479,Synpcc7942_1479,100,37,0,0,1,37,1,37,1.2E-21,73.9,37,1,<=>
Synpcc7942_1480,Synpcc7942_1480,100,184,0,0,1,184,1,184,1.7E-136,375,184,1,<=>
Synpcc7942_1481,Synpcc7942_1481,100,217,0,0,1,217,1,217,1.13E-161,441,217,1,<=>
Synpcc7942_1482,Synpcc7942_1482,100,521,0,0,1,521,1,521,0,1030,521,1,<=>
Synpcc7942_1483,Synpcc7942_1483,100,142,0,0,1,142,1,142,6E-103,287,142,1,<=>
Synpcc7942_1484,Synpcc7942_1484,100,497,0,0,1,497,1,497,0,1011,497,1,<=>
Synpcc7942_1485,Synpcc7942_1485,100,88,0,0,1,88,1,88,5.78E-62,179,88,1,<=>
Synpcc7942_1486,Synpcc7942_1486,100,82,0,0,1,82,1,82,2.33E-57,167,82,1,<=>
Synpcc7942_1487,Synpcc7942_1487,100,202,0,0,1,202,1,202,1.39E-149,410,202,1,<=>
Synpcc7942_1488,Synpcc7942_1488,100,450,0,0,1,450,1,450,0,923,450,1,<=>
Synpcc7942_1489,Synpcc7942_1489,100,278,0,0,1,278,1,278,0,545,278,1,<=>
Synpcc7942_1490,Synpcc7942_1490,100,663,0,0,1,663,1,663,0,1367,663,1,<=>
Synpcc7942_1491,Synpcc7942_1491,100,278,0,0,1,278,1,278,0,580,278,1,<=>
Synpcc7942_1492,Synpcc7942_1492,100,194,0,0,1,194,1,194,5.97E-138,380,194,1,<=>
Synpcc7942_1493,Synpcc7942_1493,100,279,0,0,1,279,1,279,0,561,279,1,<=>
Synpcc7942_1494,Synpcc7942_1494,100,237,0,0,1,237,1,237,2.71E-174,475,237,1,<=>
Synpcc7942_1495,Synpcc7942_1495,100,175,0,0,1,175,1,175,6.63E-127,350,175,1,<=>
Synpcc7942_1496,Synpcc7942_1496,100,301,0,0,1,301,1,301,0,607,301,1,<=>
Synpcc7942_1497,Synpcc7942_1497,100,186,0,0,1,186,1,186,1.06E-135,373,186,1,<=>
Synpcc7942_1498,Synpcc7942_1498,100,67,0,0,1,67,1,67,1.22E-41,126,67,1,<=>
Synpcc7942_1499,Synpcc7942_1499,100,99,0,0,1,99,1,99,8.53E-70,199,99,1,<=>
Synpcc7942_1500,Synpcc7942_1500,100,299,0,0,1,299,1,299,0,602,299,1,<=>
Synpcc7942_1501,Synpcc7942_1501,100,546,0,0,1,546,1,546,0,1091,546,1,<=>
Synpcc7942_1502,Synpcc7942_1502,100,186,0,0,1,186,1,186,3.29E-135,372,186,1,<=>
Synpcc7942_1503,Synpcc7942_1503,100,259,0,0,1,259,1,259,0,511,259,1,<=>
Synpcc7942_1504,Synpcc7942_1504,100,462,0,0,1,462,1,462,0,960,462,1,<=>
Synpcc7942_1505,Synpcc7942_1505,100,365,0,0,1,365,1,365,0,736,365,1,<=>
Synpcc7942_1506,Synpcc7942_1506,100,138,0,0,1,138,1,138,2.7E-100,280,138,1,<=>
Synpcc7942_1507,Synpcc7942_1507,100,311,0,0,1,311,1,311,0,634,311,1,<=>
Synpcc7942_1508,Synpcc7942_1508,100,241,0,0,1,241,1,241,2.01E-169,463,241,1,<=>
Synpcc7942_1509,Synpcc7942_1509,100,357,0,0,1,357,1,357,0,733,357,1,<=>
Synpcc7942_1510,Synpcc7942_1510,100,259,0,0,1,259,1,259,0,518,259,1,<=>
Synpcc7942_1511,Synpcc7942_1511,100,145,0,0,1,145,1,145,5.1E-105,292,145,1,<=>
Synpcc7942_1512,Synpcc7942_1512,100,481,0,0,1,481,1,481,0,996,481,1,<=>
Synpcc7942_1513,Synpcc7942_1513,100,402,0,0,1,402,1,402,0,816,402,1,<=>
Synpcc7942_1514,Synpcc7942_1514,100,199,0,0,1,199,1,199,4.18E-147,403,199,1,<=>
Synpcc7942_1515,Synpcc7942_1515,100,299,0,0,1,299,1,299,0,608,299,1,<=>
Synpcc7942_1516,Synpcc7942_1516,100,215,0,0,1,215,1,215,1.25E-155,426,215,1,<=>
Synpcc7942_1517,Synpcc7942_1517,100,457,0,0,1,457,1,457,0,893,457,1,<=>
Synpcc7942_1518,Synpcc7942_1518,100,766,0,0,1,766,1,766,0,1551,766,1,<=>
Synpcc7942_1519,Synpcc7942_1519,100,434,0,0,1,434,1,434,0,865,434,1,<=>
Synpcc7942_1520,Synpcc7942_1520,100,98,0,0,1,98,1,98,1.75E-68,196,98,1,<=>
Synpcc7942_1521,Synpcc7942_1521,100,265,0,0,1,265,1,265,0,539,265,1,<=>
Synpcc7942_1522,Synpcc7942_1522,100,1100,0,0,1,1100,1,1100,0,2249,1100,1,<=>
Synpcc7942_1523,Synpcc7942_1523,100,624,0,0,1,624,1,624,0,1285,624,1,<=>
Synpcc7942_1524,Synpcc7942_1524,100,1318,0,0,1,1318,1,1318,0,2662,1318,1,<=>
Synpcc7942_1525,Synpcc7942_1525,100,597,0,0,1,597,1,597,0,1209,597,1,<=>
Synpcc7942_1526,Synpcc7942_1526,100,263,0,0,1,263,1,263,0,530,263,1,<=>
Synpcc7942_1527,Synpcc7942_1527,100,838,0,0,1,838,1,838,0,1690,838,1,<=>
Synpcc7942_1528,Synpcc7942_1528,100,109,0,0,1,109,1,109,4.75E-78,221,109,1,<=>
Synpcc7942_1529,Synpcc7942_1529,100,339,0,0,1,339,1,339,0,684,339,1,<=>
Synpcc7942_1530,Synpcc7942_1530,100,141,0,0,1,141,1,141,3.67E-103,287,141,1,<=>
Synpcc7942_1531,Synpcc7942_1531,100,271,0,0,1,271,1,271,0,541,271,1,<=>
Synpcc7942_1532,Synpcc7942_1532,100,221,0,0,1,221,1,221,2.53E-159,436,221,1,<=>
Synpcc7942_1533,Synpcc7942_1533,100,279,0,0,1,279,1,279,0,568,279,1,<=>
Synpcc7942_1534,Synpcc7942_1534,100,735,0,0,1,735,1,735,0,1522,735,1,<=>
Synpcc7942_1535,Synpcc7942_1535,100,152,0,0,1,152,1,152,1.96E-112,311,152,1,<=>
Synpcc7942_1536,Synpcc7942_1536,100,226,0,0,1,226,1,226,4.62E-167,456,226,1,<=>
Synpcc7942_1537,Synpcc7942_1537,100,69,0,0,1,69,1,69,8.05E-49,144,69,1,<=>
Synpcc7942_1538,Synpcc7942_1538,100,132,0,0,1,132,1,132,4.43E-99,276,132,1,<=>
Synpcc7942_1539,Synpcc7942_1539,100,100,0,0,1,100,1,100,2.15E-71,204,100,1,<=>
Synpcc7942_1540,Synpcc7942_1540,100,236,0,0,1,236,1,236,2.44E-177,483,236,1,<=>
Synpcc7942_1541,Synpcc7942_1541,100,170,0,0,1,170,1,170,1.16E-124,344,170,1,<=>
Synpcc7942_1542,Synpcc7942_1542,100,342,0,0,1,342,1,342,0,688,342,1,<=>
Synpcc7942_1543,Synpcc7942_1543,100,41,0,0,1,41,1,41,2.03E-25,83.6,41,1,<=>
Synpcc7942_1544,Synpcc7942_1544,100,83,0,0,1,83,1,83,1.86E-57,167,83,1,<=>
Synpcc7942_1545,Synpcc7942_1545,100,151,0,0,1,151,1,151,1.97E-109,304,151,1,<=>
Synpcc7942_1546,Synpcc7942_1546,100,465,0,0,1,465,1,465,0,938,465,1,<=>
Synpcc7942_1547,Synpcc7942_1547,100,126,0,0,1,126,1,126,2.99E-91,256,126,1,<=>
Synpcc7942_1548,Synpcc7942_1548,100,439,0,0,1,439,1,439,0,909,439,1,<=>
Synpcc7942_1549,Synpcc7942_1549,100,186,0,0,1,186,1,186,2.26E-137,377,186,1,<=>
Synpcc7942_1550,Synpcc7942_1550,100,418,0,0,1,418,1,418,0,863,418,1,<=>
Synpcc7942_1551,Synpcc7942_1551,100,254,0,0,1,254,1,254,0,519,254,1,<=>
Synpcc7942_1552,Synpcc7942_1552,100,327,0,0,1,327,1,327,0,671,327,1,<=>
Synpcc7942_1553,Synpcc7942_1553,100,297,0,0,1,297,1,297,0,597,297,1,<=>
Synpcc7942_1554,Synpcc7942_1554,100,197,0,0,1,197,1,197,1.05E-145,399,197,1,<=>
Synpcc7942_1555,Synpcc7942_1555,100,280,0,0,1,280,1,280,0,572,280,1,<=>
Synpcc7942_1556,Synpcc7942_1556,100,192,0,0,1,192,1,192,9.8E-143,391,192,1,<=>
