Experiment	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	BioSample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	R1	R2	Swift	publication	biosample_strain	biosample_genotype	project	condition	reference_condition	post_induction_time	strain_description	base_media	carbon_source	carbon_ml/min	nitrogen_source	inducer_agent	aerobicity	inoculation	supplement	temperature	entrainment	post_entrainment_condition	growth_phase	OD_wavelength	OD	fluorescent light	intensity	light_flux_umol/m2/s	skip	passed_fastqc	passed_reads_mapped_to_CDS	passed_global_correlation	full_name	passed_replicate_correlations
SRX18913112	SRR22956179	2023-01-08 00:00:08	2023-01-03 11:43:47	11097865.0	3329359500.0	11097865.0	300.0	1030.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR022/22956/SRR22956179/SRR22956179.1	GSM6914152	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	Illumina NovaSeq 6000	SRP415570	PRJNA917560		917560.0	SRS16340940	SAMN32542765	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM6914152							no					TIANJIN UNIVERSITY	SRA1568218		public	58F02769CF7481ED9F93CEBEF522A7D1	7265682D558086D3BFAF5D9852179C98				36819058	PCC 7942	del_sps_ect	salt_1	del_sps_ect_0mM_NaCl	WT_0mM_NaCl		Synpcc7942_0808 locus knocked into ectABC	BG-11							25mg/L chloramphenicol	37C				750.0				100		True	True	True	salt_1:del_sps_ect_0mM_NaCl	True
SRX18913114	SRR22956177	2023-01-08 00:00:08	2023-01-03 11:45:25	9729739.0	2918921700.0	9729739.0	300.0	923.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR022/22956/SRR22956177/SRR22956177.1	GSM6914154	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	Illumina NovaSeq 6000	SRP415570	PRJNA917560		917560.0	SRS16340942	SAMN32542763	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM6914154							no					TIANJIN UNIVERSITY	SRA1568218		public	30F9695ABF379A8440E561E4D9FBB26C	87338B6EAC2272C7ADD5A390CABD255E				36819058	PCC 7942	del_sps_ect	salt_2	del_sps_ect_300mM_NaCl	WT_300mM_NaCl		Synpcc7942_0808 locus knocked into ectABC	BG-11							25mg/L chloramphenicol	37C				750.0				100		True	True	True	salt_2:del_sps_ect_300mM_NaCl	True
SRX18913115	SRR22956176	2023-01-08 00:00:08	2023-01-03 11:45:36	9797724.0	2939317200.0	9797724.0	300.0	933.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR022/22956/SRR22956176/SRR22956176.1	GSM6914155	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	Illumina NovaSeq 6000	SRP415570	PRJNA917560		917560.0	SRS16340943	SAMN32542762	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM6914155							no					TIANJIN UNIVERSITY	SRA1568218		public	540E73064E7FD12CDB088385ECB0D610	6D2842503296D175C3CFDE68A00C320E				36819058	PCC 7942	del_sps_ect	salt_2	del_sps_ect_300mM_NaCl	WT_300mM_NaCl		Synpcc7942_0808 locus knocked into ectABC	BG-11							25mg/L chloramphenicol	37C				750.0				100		True	True	True	salt_2:del_sps_ect_300mM_NaCl	True
SRX259777	SRR807396	2015-07-22 17:03:15	2015-11-15 04:56:56	40069177.0	4046986877.0	0.0	101.0	2700.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-run-32/SRR000/807/SRR807396/SRR807396.2		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP020509	PRJNA196229	2.0	196229.0	SRS408053	SAMN01999000	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM1113860							no					GEO	SRA072537		public	C0802B74C138BE260BC617E872245BB5	19B48216AF727C33C25988FAF2259A9E				23919451	PCC 7942	WT	FFA_1	wt_100h	wt_100h	100h	wild type	solid BG-11/agar	CO2	1.00%	FeNH4 citrate	0.1M IPTG	aerobic	spectinomycin dihydrochloride pentahydrate; kanamycin monosulfate	1 mM sodium thiosulfate	30 C	Not reported	Not reported		730.0	0.15	cool white; plant		60		True	True	True	FFA_1:wt_100h	True
SRX259778	SRR807397	2015-07-22 17:03:15	2015-11-15 04:49:25	26825475.0	2709372975.0	0.0	101.0	1817.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-run-32/SRR000/807/SRR807397/SRR807397.2		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP020509	PRJNA196229	2.0	196229.0	SRS408054	SAMN01999001	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM1113861							no					GEO	SRA072537		public	1410D89753A6C18FCB71C8E3D0ACFBB4	AE909962B56EF3087B7322F7EB5BE621				23919451	PCC 7942	WT	FFA_1	wt_100h	wt_100h	100h	wild type	solid BG-11/agar	CO2	1.00%	FeNH4 citrate	0.1M IPTG	aerobic	spectinomycin dihydrochloride pentahydrate; kanamycin monosulfate	1 mM sodium thiosulfate	30 C	Not reported	Not reported		730.0	0.15	cool white; plant		60		True	True	True	FFA_1:wt_100h	True
SRX259779	SRR807398	2015-07-22 17:03:15	2015-11-15 04:47:35	28738610.0	2902599610.0	0.0	101.0	1956.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-run-32/SRR000/807/SRR807398/SRR807398.2		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP020509	PRJNA196229	2.0	196229.0	SRS408055	SAMN01999002	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM1113862							no					GEO	SRA072537		public	D124C60B6E378D147499A454CCC8DA1B	04D891F91B24CE3401F363B409409876				23919451	PCC 7942	WT	FFA_1	wt_100h	wt_100h	100h	wild type	solid BG-11/agar	CO2	1.00%	FeNH4 citrate	0.1M IPTG	aerobic	spectinomycin dihydrochloride pentahydrate; kanamycin monosulfate	1 mM sodium thiosulfate	30 C	Not reported	Not reported		730.0	0.15	cool white; plant		60		True	True	True	FFA_1:wt_100h	True
SRX259780	SRR807399	2015-07-22 17:03:15	2015-11-15 04:42:38	31569624.0	3188532024.0	0.0	101.0	2133.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-run-32/SRR000/807/SRR807399/SRR807399.2		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP020509	PRJNA196229	2.0	196229.0	SRS408056	SAMN01999003	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM1113863							no					GEO	SRA072537		public	CB4BDE3C00C1A4F69BF055BDD6F277CF	8F907B8ACDF9E5E9B25A0700AE736343				23919451	PCC 7942	WT	FFA_2	wt_240h	wt_240h	240h	wild type	solid BG-11/agar	CO2	1.00%	FeNH4 citrate	0.1M IPTG	aerobic	spectinomycin dihydrochloride pentahydrate; kanamycin monosulfate	1 mM sodium thiosulfate	30 C	Not reported	Not reported		730.0	0.15	cool white; plant		60		True	True	True	FFA_2:wt_240h	True
SRX259781	SRR807400	2015-07-22 17:03:15	2015-11-15 04:37:17	16552481.0	1671800581.0	0.0	101.0	1115.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-run-32/SRR000/807/SRR807400/SRR807400.2		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP020509	PRJNA196229	2.0	196229.0	SRS408057	SAMN01999004	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM1113864							no					GEO	SRA072537		public	D09813540FA7122A521D9FD8279DA065	32323E82BE426321305B581D2627BF22				23919451	PCC 7942	WT	FFA_2	wt_240h	wt_240h	240h	wild type	solid BG-11/agar	CO2	1.00%	FeNH4 citrate	0.1M IPTG	aerobic	spectinomycin dihydrochloride pentahydrate; kanamycin monosulfate	1 mM sodium thiosulfate	30 C	Not reported	Not reported		730.0	0.15	cool white; plant		60		True	True	True	FFA_2:wt_240h	True
SRX259782	SRR807401	2015-07-22 17:03:15	2015-11-15 04:35:41	16165712.0	1632736912.0	0.0	101.0	1091.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-run-32/SRR000/807/SRR807401/SRR807401.2		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP020509	PRJNA196229	2.0	196229.0	SRS408058	SAMN01999005	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM1113865							no					GEO	SRA072537		public	D032691F1FA9E5B64DB9DF2421AE93FC	E8E2E8963C29FA28105100A8D45EB420				23919451	PCC 7942	WT	FFA_2	wt_240h	wt_240h	240h	wild type	solid BG-11/agar	CO2	1.00%	FeNH4 citrate	0.1M IPTG	aerobic	spectinomycin dihydrochloride pentahydrate; kanamycin monosulfate	1 mM sodium thiosulfate	30 C	Not reported	Not reported		730.0	0.15	cool white; plant		60		True	True	True	FFA_2:wt_240h	True
SRX259783	SRR807402	2015-07-22 17:03:15	2015-11-15 04:36:53	31519820.0	3183501820.0	0.0	101.0	2101.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-run-32/SRR000/807/SRR807402/SRR807402.2		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP020509	PRJNA196229	2.0	196229.0	SRS408059	SAMN01999006	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM1113866							no					GEO	SRA072537		public	F903050CA356F5643A28CF225CF74FBA	500C227AA07A855E5C9D33D780D8A85D				23919451	SE01	delta-aas	FFA_1	del_aas_100h	wt_100h	100h	mutant_del_aas(acyl-ACP Synthase)	solid BG-11/agar	CO2	1.00%	FeNH4 citrate	0.1M IPTG	aerobic	spectinomycin dihydrochloride pentahydrate; kanamycin monosulfate	1 mM sodium thiosulfate	30 C	Not reported	Not reported		730.0	0.15	cool white; plant		60		True	True	True	FFA_1:del_aas_100h	True
SRX259784	SRR807403	2015-07-22 17:03:15	2015-11-15 04:30:37	21995675.0	2221563175.0	0.0	101.0	1463.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-run-32/SRR000/807/SRR807403/SRR807403.2		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP020509	PRJNA196229	2.0	196229.0	SRS408060	SAMN01999007	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM1113867							no					GEO	SRA072537		public	E8A849B8DC6D9FA906C62AF082C34F19	6D810EF5207317E5449BC8BFE3F7766B				23919451	SE01	delta-aas	FFA_1	del_aas_100h	wt_100h	100h	mutant_del_aas(acyl-ACP Synthase)	solid BG-11/agar	CO2	1.00%	FeNH4 citrate	0.1M IPTG	aerobic	spectinomycin dihydrochloride pentahydrate; kanamycin monosulfate	1 mM sodium thiosulfate	30 C	Not reported	Not reported		730.0	0.15	cool white; plant		60		True	True	True	FFA_1:del_aas_100h	True
SRX259785	SRR807404	2015-07-22 17:03:15	2015-11-15 04:29:45	26841587.0	2711000287.0	0.0	101.0	1795.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-run-32/SRR000/807/SRR807404/SRR807404.2		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP020509	PRJNA196229	2.0	196229.0	SRS408061	SAMN01999008	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM1113868							no					GEO	SRA072537		public	F72002D1E97CCD7C9418CE4D0F467AB8	092428C4F85C62C3C58A265AA329AF8B				23919451	SE01	delta-aas	FFA_1	del_aas_100h	wt_100h	100h	mutant_del_aas(acyl-ACP Synthase)	solid BG-11/agar	CO2	1.00%	FeNH4 citrate	0.1M IPTG	aerobic	spectinomycin dihydrochloride pentahydrate; kanamycin monosulfate	1 mM sodium thiosulfate	30 C	Not reported	Not reported		730.0	0.15	cool white; plant		60		True	True	True	FFA_1:del_aas_100h	True
SRX259786	SRR807405	2015-07-22 17:03:15	2015-11-15 04:31:48	74021944.0	7476216344.0	0.0	101.0	4832.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-run-32/SRR000/807/SRR807405/SRR807405.2		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP020509	PRJNA196229	2.0	196229.0	SRS408062	SAMN01999009	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM1113869							no					GEO	SRA072537		public	38912ADBF41B42785CA04D3BE25F5F13	662F5CA134DED60AD987769CC4228346				23919451	SE01	delta-aas	FFA_2	del_aas_240h	wt_240h	240h	mutant_del_aas(acyl-ACP Synthase)	solid BG-11/agar	CO2	1.00%	FeNH4 citrate	0.1M IPTG	aerobic	spectinomycin dihydrochloride pentahydrate; kanamycin monosulfate	1 mM sodium thiosulfate	30 C	Not reported	Not reported		730.0	0.15	cool white; plant		60		True	True	True	FFA_2:del_aas_240h	True
SRX259787	SRR807406	2015-07-22 17:03:15	2015-11-15 04:21:25	46857767.0	4732634467.0	0.0	101.0	3135.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-run-32/SRR000/807/SRR807406/SRR807406.2		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP020509	PRJNA196229	2.0	196229.0	SRS408063	SAMN01999010	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM1113870							no					GEO	SRA072537		public	CCAD236A81358068AC7388D5B33B8B1D	27D650B24FADEF720BEC757D2154736A				23919451	SE01	delta-aas	FFA_2	del_aas_240h	wt_240h	240h	mutant_del_aas(acyl-ACP Synthase)	solid BG-11/agar	CO2	1.00%	FeNH4 citrate	0.1M IPTG	aerobic	spectinomycin dihydrochloride pentahydrate; kanamycin monosulfate	1 mM sodium thiosulfate	30 C	Not reported	Not reported		730.0	0.15	cool white; plant		60		True	True	True	FFA_2:del_aas_240h	True
SRX259788	SRR807407	2015-07-22 17:03:15	2015-11-15 04:19:20	60204551.0	6080659651.0	0.0	101.0	3972.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-run-32/SRR000/807/SRR807407/SRR807407.2		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP020509	PRJNA196229	2.0	196229.0	SRS408064	SAMN01999011	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM1113871							no					GEO	SRA072537		public	1BE9D902EAFC928F7D5F66763A39C3BC	448C19722E703E85FB3C1022435719DA				23919451	SE01	delta-aas	FFA_2	del_aas_240h	wt_240h	240h	mutant_del_aas(acyl-ACP Synthase)	solid BG-11/agar	CO2	1.00%	FeNH4 citrate	0.1M IPTG	aerobic	spectinomycin dihydrochloride pentahydrate; kanamycin monosulfate	1 mM sodium thiosulfate	30 C	Not reported	Not reported		730.0	0.15	cool white; plant		60		True	True	True	FFA_2:del_aas_240h	True
SRX259791	SRR807410	2015-07-22 17:03:15	2015-11-15 04:04:57	33450692.0	3378519892.0	0.0	101.0	2198.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-run-32/SRR000/807/SRR807410/SRR807410.2		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP020509	PRJNA196229	2.0	196229.0	SRS408067	SAMN01999014	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM1113874							no					GEO	SRA072537		public	CA7335196FFDEFF58E04FA97EE6590D0	947D425CA344E007551E1B158FCF6C1A				23919451	SE02	delta-aas, 'tesA	FFA_2	del_ass_tesA_240h	wt_240h	240h	mutant_del_aas(acyl-ACP Synthase)_add_thioesterase	solid BG-11/agar	CO2	1.00%	FeNH4 citrate	0.1M IPTG	aerobic	spectinomycin dihydrochloride pentahydrate; kanamycin monosulfate	1 mM sodium thiosulfate	30 C	Not reported	Not reported		730.0	0.15	cool white; plant		60		True	True	True	FFA_2:del_ass_tesA_240h	True
SRX259792	SRR807411	2015-07-22 17:03:15	2015-11-15 03:57:41	18703355.0	1889038855.0	0.0	101.0	1198.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-run-32/SRR000/807/SRR807411/SRR807411.2		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP020509	PRJNA196229	2.0	196229.0	SRS408068	SAMN01999015	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM1113875							no					GEO	SRA072537		public	770E8AC5C9843AA9DAC6481A83E5F1F3	AD6833264612D8593BA393D5182940E6				23919451	SE02	delta-aas, 'tesA	FFA_2	del_ass_tesA_240h	wt_240h	240h	mutant_del_aas(acyl-ACP Synthase)_add_thioesterase	solid BG-11/agar	CO2	1.00%	FeNH4 citrate	0.1M IPTG	aerobic	spectinomycin dihydrochloride pentahydrate; kanamycin monosulfate	1 mM sodium thiosulfate	30 C	Not reported	Not reported		730.0	0.15	cool white; plant		60		True	True	True	FFA_2:del_ass_tesA_240h	True
SRX259793	SRR807412	2015-07-22 17:03:15	2015-11-15 03:56:20	23108719.0	2333980619.0	0.0	101.0	1481.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-run-32/SRR000/807/SRR807412/SRR807412.2		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP020509	PRJNA196229	2.0	196229.0	SRS408069	SAMN01999016	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM1113876							no					GEO	SRA072537		public	A9EC7D4892A3615565280A611B839E25	DCF33DF8703B303FF965AA8F191CED1A				23919451	SE02	delta-aas, 'tesA	FFA_2	del_ass_tesA_240h	wt_240h	240h	mutant_del_aas(acyl-ACP Synthase)_add_thioesterase	solid BG-11/agar	CO2	1.00%	FeNH4 citrate	0.1M IPTG	aerobic	spectinomycin dihydrochloride pentahydrate; kanamycin monosulfate	1 mM sodium thiosulfate	30 C	Not reported	Not reported		730.0	0.15	cool white; plant		60		True	True	True	FFA_2:del_ass_tesA_240h	True
SRX3159653	SRR6004392	2017-12-15 12:46:17	2017-09-05 11:15:58	14911780.0	745589000.0	0.0	50.0	443.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/004/SRR6004392.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP117070	PRJNA401742	2.0	401742.0	SRS2490787	SAMN07604667	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2771773							no					GEO	SRA605278		public	AF464310E507274652ED1AF9AC624790	610D6388FEDF1A4F7DC34DBCDA5F0F83				https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9	PCC 7942	WT	ppGpp_1	wt_dawn_000	wt_dawn_000	CT = 0; 0m	WT	BG-11				theophylline	aerobic			30 C	two cycles dark/light/dark	constant light; harvested at dawn and dusk		750.0	0.015	cool		40		True	True	True	ppGpp_1:wt_dawn_000	True
SRX3159654	SRR6004393	2017-12-15 12:46:17	2017-09-05 11:16:36	18769338.0	938466900.0	0.0	50.0	554.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/004/SRR6004393.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP117070	PRJNA401742	2.0	401742.0	SRS2490788	SAMN07604666	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2771774							no					GEO	SRA605278		public	581E6BFE446CF901635C4C264CCD6D95	C957353132453B60DE1C8089D765014F				https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9	PCC 7942	WT	ppGpp_1	wt_dawn_000	wt_dawn_000	CT = 0; 0m	WT	BG-11				theophylline	aerobic			30 C	two cycles dark/light/dark	constant light; harvested at dawn and dusk		750.0	0.015	cool		40		True	True	True	ppGpp_1:wt_dawn_000	True
SRX3159655	SRR6004394	2017-12-15 12:46:17	2017-09-05 11:16:12	16627313.0	831365650.0	0.0	50.0	497.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/004/SRR6004394.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP117070	PRJNA401742	2.0	401742.0	SRS2490789	SAMN07604665	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2771775							no					GEO	SRA605278		public	96BB24D3AD64D97B232D6BC3AA26109A	F0E51AE43AF07AC636953DF392C31B73				https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9	PCC 7942	WT	ppGpp_2	wt_dusk_000	wt_dusk_000	CT = 12; 0m	WT	BG-11				theophylline	aerobic			30 C	two cycles dark/light/dark	constant light; harvested at dawn and dusk		750.0	0.015	cool		40		True	True	True	ppGpp_2:wt_dusk_000	True
SRX3159656	SRR6004395	2017-12-15 12:46:17	2017-09-05 11:15:37	10827488.0	541374400.0	0.0	50.0	318.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/004/SRR6004395.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP117070	PRJNA401742	2.0	401742.0	SRS2490790	SAMN07604664	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2771776							no					GEO	SRA605278		public	BA02C230BB8AF19D568575434815216D	8A99D891321F731272381463869F4B88				https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9	PCC 7942	WT	ppGpp_2	wt_dusk_000	wt_dusk_000	CT = 12; 0m	WT	BG-11				theophylline	aerobic			30 C	two cycles dark/light/dark	constant light; harvested at dawn and dusk		750.0	0.015	cool		40		True	True	True	ppGpp_2:wt_dusk_000	True
SRX3159657	SRR6004396	2017-12-15 12:46:17	2017-09-05 11:15:47	12286581.0	614329050.0	0.0	50.0	369.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/004/SRR6004396.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP117070	PRJNA401742	2.0	401742.0	SRS2490791	SAMN07604663	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2771777							no					GEO	SRA605278		public	2BD0849954D607D57EF19BCCDC859316	E37C68168B5A1DC899EDD2FDDE3EBF6F				https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9	PCC 7942	rel-	ppGpp_1	rel_dawn_000	wt_dawn_000	CT = 0; 0m	rel-	BG-11				theophylline	aerobic			30 C	two cycles dark/light/dark	constant light; harvested at dawn and dusk		750.0	0.015	cool		40		True	True	True	ppGpp_1:rel_dawn_000	True
SRX3159658	SRR6004397	2017-12-15 12:46:17	2017-09-05 11:16:09	13874664.0	693733200.0	0.0	50.0	409.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/004/SRR6004397.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP117070	PRJNA401742	2.0	401742.0	SRS2490792	SAMN07604662	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2771778							no					GEO	SRA605278		public	1EAFECE285B7F666C2A07FCE53C40305	731FF84A2F2651B9BE4F854AB3978800				https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9	PCC 7942	rel-	ppGpp_1	rel_dawn_000	wt_dawn_000	CT = 0; 0m	rel-	BG-11				theophylline	aerobic			30 C	two cycles dark/light/dark	constant light; harvested at dawn and dusk		750.0	0.015	cool		40		True	True	True	ppGpp_1:rel_dawn_000	True
SRX3159659	SRR6004398	2017-12-15 12:46:17	2017-09-05 11:16:20	16938257.0	846912850.0	0.0	50.0	507.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/004/SRR6004398.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP117070	PRJNA401742	2.0	401742.0	SRS2490795	SAMN07604661	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2771779							no					GEO	SRA605278		public	5C23F5ADD0FF502F116A254E4B9D77FC	19A38FFA176E41EDC515D216D9D725A4				https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9	PCC 7942	rel-	ppGpp_2	rel_dusk_000	wt_dusk_000	CT = 12; 0m	rel-	BG-11				theophylline	aerobic			30 C	two cycles dark/light/dark	constant light; harvested at dawn and dusk		750.0	0.015	cool		40		True	True	True	ppGpp_2:rel_dusk_000	True
SRX3159660	SRR6004399	2017-12-15 12:46:17	2017-09-05 11:16:30	16587665.0	829383250.0	0.0	50.0	484.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/004/SRR6004399.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP117070	PRJNA401742	2.0	401742.0	SRS2490793	SAMN07604660	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2771780							no					GEO	SRA605278		public	B01290D171A87BC070AA53EA7510B010	37823241956934D8E0171699626F6CE0				https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9	PCC 7942	rel-	ppGpp_2	rel_dusk_000	wt_dusk_000	CT = 12; 0m	rel-	BG-11				theophylline	aerobic			30 C	two cycles dark/light/dark	constant light; harvested at dawn and dusk		750.0	0.015	cool		40		True	True	True	ppGpp_2:rel_dusk_000	True
